_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
HK1,5832.6,3759.4,3200.8,4869.2,3404.6,2618.0,6086.5,3875.0,3367.9,5643.5,3261.5,3659.5,6490.041666666668,3361.608333333333,2773.3583333333336,8980.083333333332,4449.408333333333,3707.1166666666654,6466.725000000001,3436.941666666666,2773.3583333333336,5927.283333333334,2715.0416666666665,3185.933333333334,NP_001309294.1,7526.7,3852.4,5458.6,6309.5,3663.9,4262.6,5504.2,2956.7,3967.6,6691.2,3502.7,4532.5,6878.7,3592.5,5127.9,bla272,4208.336111111112,0.8705769772244991,0.060192822127582604,5712.202777777777,0.4208718992842824,0.375850070196814,4225.675,0.8610884187131322,0.06495225181272019,1.0673598747631907,0.09404668225463783,,1.448785429807572,0.5348439425312683,up-regulated,1.0717575354500626,0.09997856067549975,
PAICS,2850.0,12035.7,7829.1,2683.9,10711.2,6795.0,2906.2,10034.4,6727.3,2891.4,7442.1,11398.8,2992.8666666666663,10816.575,6670.566666666667,4592.941666666667,14280.608333333335,9397.1,2976.366666666667,8779.6,5399.583333333334,2892.741666666667,6003.241666666666,9772.866666666669,NP_001072993.1,3856.7,11061.7,16815.9,3799.4,12486.5,17975.6,2847.5,6482.6,9286.1,2557.5,6553.7,9578.0,2372.1,5613.3,9293.9,bla281,6826.669444444445,0.8509980091466097,0.07007145591735459,9423.550000000001,0.4090722932628034,0.388199934558249,5718.516666666667,0.8561663382365077,0.06744185125704803,1.0970149919964718,0.133583241995591,,1.5143219855534755,0.5986719936804994,up-regulated,0.9189398382867718,-0.1219576815193396,
INPP5F,3858.1,4937.0,2130.5,3637.3,4291.4,1873.9,4275.3,5058.4,2518.3,3754.8,2092.7,4759.3,4069.8083333333343,4369.283333333334,1908.033333333333,6670.566666666667,5588.075,2630.058333333334,4351.458333333333,4420.5,2119.725,3906.8333333333335,1771.9916666666666,4101.116666666666,NP_055752.1,5914.2,3301.3,7698.3,5572.2,3427.3,6550.6,5040.4,2802.0,6635.2,6091.7,3707.2,7551.0,4841.6,2595.8,6154.5,bla337,3449.0416666666665,0.8690749124615368,0.060942786650935166,4962.900000000001,0.30853958880236093,0.5106891036069754,3630.5611111111107,0.7447140578976149,0.1280104479429383,1.0579945517739113,0.08133219819957772,,1.5223710434537359,0.6063200259317499,up-regulated,1.1136756950663476,0.15532917770867097,
SAFB,2498.2,4764.0,11122.0,1147.2,2483.6,5406.5,3091.8,4977.7,11380.3,3507.7,13131.1,5661.8,2609.625,4205.525000000001,9276.358333333334,1875.6083333333336,3210.741666666667,7675.766666666666,3180.1083333333336,4369.283333333334,9039.908333333336,3629.625,10207.183333333334,4802.166666666667,NP_001188267.1,1858.9,8546.8,4005.9,2151.6,9360.2,3986.9,1472.9,6413.3,2895.2,1468.2,6439.8,2877.3,839.2,4503.6,2059.0,bla345,5363.836111111112,0.7808332053378954,0.10744172635009243,4254.038888888889,0.5059926544526168,0.2958557878120798,5529.766666666667,0.8130254806953828,0.0898958431488733,0.863325817719769,-0.21202296202046247,,0.6847005624862239,-0.5464548972729225,down-regulated,0.8900328478363214,-0.16806951326218117,
PTMA,12262.1,4094.3,21107.3,3973.5,1260.7,8450.3,13887.0,4086.6,23713.9,13512.2,22160.8,4055.8,13034.833333333334,3684.725,18101.83333333333,7368.616666666668,1595.7916666666667,11942.966666666667,14280.608333333335,3605.841666666667,19052.333333333336,13428.033333333333,17749.308333333334,3559.7,NP_001092755.1,7371.8,13951.7,2366.5,7201.7,15495.8,2301.9,6137.7,11111.4,1753.3,5300.3,10360.5,1376.3,2614.6,5849.9,789.1,bla363,11607.130555555554,0.9964589865499777,0.0015405718070315045,6969.125,0.4268750146700397,0.3696992640493739,12312.92777777778,0.9115668264925614,0.040211487938099096,1.0024282436256204,0.003498968579860442,,0.6018755195282653,-0.732462956621976,down-regulated,1.0633831080894678,0.08866145440990704,
EXOSC10,544.1,2588.6,295.7,509.8,2526.5,285.4,568.7,2741.7,315.9,541.7,314.5,2595.1,527.6750000000001,2308.333333333333,229.75833333333333,762.2833333333333,3254.650000000001,348.9833333333333,540.8416666666667,2412.6,232.25833333333333,505.40833333333336,229.75833333333333,2273.575,XP_005263532.2,825.6,380.5,3765.3,614.4,339.1,3524.4,526.2,255.7,2551.5,523.2,259.1,2478.4,406.9,239.1,2381.9,bla409,1021.9222222222221,0.9843635505516696,0.006844475919408811,1455.3055555555559,0.7068467504802882,0.15067473420181854,1061.8999999999999,0.9527293307065083,0.021030464395186427,1.0189531060880932,0.027087657812953757,,1.4510772775994398,0.5371243526512223,up-regulated,1.0588147315184364,0.08245017261382116,
H2AX,1719.9,5329.6,2354.5,735.2,2482.7,1236.6,1799.9,4985.0,2433.9,1979.6,2500.9,5561.1,1752.8083333333334,4646.091666666666,2076.7833333333333,1112.175,3201.725,1749.475,1757.2083333333337,4391.599999999999,2037.666666666667,1954.0083333333328,2114.0,4748.016666666666,NP_002096.1,1410.5,1813.5,3480.4,1401.9,2569.4,5287.3,1028.2,1498.8,3091.3,1030.4,1642.6,3115.5,637.3,1056.7,2338.5,bla413,2825.2277777777776,0.9340320372594453,0.02963822723203552,2021.125,0.45567171335208223,0.34134793019831255,2728.8250000000003,0.8730887529313635,0.05894160629539687,0.9613951109863383,-0.05679862797666591,,0.6877674462130042,-0.5400072638416967,down-regulated,0.9285902660212513,-0.10688593700289611,
DBNL,153.4,0.0,266.1,67.8,0.0,137.4,166.7,0.0,256.0,177.3,250.7,0.0,162.04166666666666,0.0,199.4666666666667,103.25833333333334,0.0,138.63333333333335,173.51666666666668,0.0,179.91666666666666,176.89166666666668,174.6,0.0,NP_054782.2,129.4,229.5,,160.1,323.1,,93.7,194.2,,123.4,221.2,,73.9,180.0,,bla417,120.50277777777778,0.9704584639326301,0.013023047880862537,80.63055555555557,0.6406078037761984,0.19340777513785742,117.81111111111112,0.99415870924237,0.0025442785341575564,1.0284975935892269,0.04053841834417875,,0.6881860641551485,-0.53912941725278,down-regulated,1.0055240759619717,0.007947625507118116,
FUS,5318.1,1685.4,5123.1,2664.5,1272.4,2413.8,5000.0,1813.7,4987.5,6675.5,6851.7,1982.9,5843.025000000001,1466.966666666667,4402.575,4525.458333333333,1621.2916666666667,3386.191666666667,5246.358333333334,1585.5416666666667,4081.366666666667,6971.524999999999,5422.383333333332,1715.783333333333,NP_004951.1,3683.2,3837.9,1614.9,3156.1,3533.7,1200.4,3322.9,3436.5,1510.1,2928.6,3009.1,994.9,1874.8,2078.8,995.7,bla433,3904.1888888888893,0.7135863837897489,0.14655344548926863,3177.6472222222224,0.4513835013773605,0.34545431896609746,3637.7555555555555,0.6077342930518175,0.21628625672004062,0.8301079104610721,-0.2686292020812672,,0.675630757345867,-0.5656930881508002,down-regulated,0.7734589050197767,-0.37060345363213515,
H2AC4,4756.2,748.9,7864.3,2915.8,805.9,2524.5,4631.7,392.8,6751.5,5816.2,9091.8,696.4,5102.041666666666,724.1750000000001,6712.008333333332,5221.658333333333,1041.3583333333331,3565.183333333334,4787.658333333333,405.7250000000001,5449.825,6129.083333333333,7280.391666666666,657.5166666666667,NP_003504.2,4062.7,3634.1,956.0,4717.2,6556.1,1756.0,3069.6,3397.0,384.9,2602.7,3343.4,733.0,2602.5,2366.8,933.5,bla447,4179.408333333333,0.8604333575801795,0.06528276107841609,3276.066666666667,0.5910233298616302,0.22839537558203954,3547.736111111111,0.6829314809557292,0.165622867234391,0.8913224161290113,-0.16598070577567064,,0.698671061509835,-0.5173147088479357,down-regulated,0.7566087039458212,-0.4023807217947546,
COPB1,562.8,1767.7,1142.9,585.3,1856.8,1013.8,596.6,1893.0,1269.5,632.3,1154.4,1897.7,554.1416666666668,1559.4083333333335,988.1083333333332,860.2333333333332,2371.358333333333,1470.9333333333334,561.2083333333334,1689.8166666666666,1076.0333333333335,592.9833333333333,969.8333333333334,1623.5833333333333,NP_001137533.1,826.3,1721.2,2975.2,637.8,1292.6,2163.2,696.8,1612.8,2730.8,621.0,1457.3,2405.8,613.1,1350.0,2606.8,bla466,1033.8861111111112,0.9494632289575691,0.022521850063406172,1567.5083333333332,0.40253951544028815,0.39519148052514363,1109.0194444444444,0.92099969689294,0.035740512732298994,0.9734052012720732,-0.038887611385208194,,1.4758112603565152,0.5615082287434413,up-regulated,1.044143338354674,0.06231977640843201,
H1-1,2707.1,5655.3,3054.9,1210.9,1584.1,1372.9,2486.3,3456.8,2847.1,2474.5,2929.7,5385.5,2828.058333333334,5066.208333333333,2654.1666666666665,1969.1166666666668,2033.85,1927.5833333333333,2490.3416666666667,3080.2,2419.975,2454.516666666667,2454.516666666667,4622.533333333334,NP_005316.1,1604.2,1942.5,2758.6,2467.2,2797.8,4137.9,937.3,1114.2,1454.1,681.6,748.4,1316.0,309.5,346.5,754.4,bla481,3516.144444444444,0.7654120683747552,0.11610469446683457,1976.8500000000001,0.238442830214717,0.6226157319216599,2663.5055555555555,0.5562852404120193,0.25470246278549036,1.106684105795829,0.14624347501995505,,0.6222009673121243,-0.6845474571103426,down-regulated,0.8383214371894091,-0.2544245730119637,
TAF15,7771.0,2038.7,6439.4,2684.1,1216.5,2855.9,7307.4,1856.3,6369.1,7874.4,6786.9,2315.5,8730.066666666668,1815.85,5367.499999999999,4612.458333333333,1544.5,4081.366666666667,8003.775000000001,1634.4833333333331,5159.866666666667,8437.741666666665,5376.533333333334,2013.4,NP_631961.1,4379.0,4268.0,1630.1,5009.7,4783.0,1178.6,3498.9,3214.1,1496.9,3393.1,3187.1,1043.0,1929.0,1947.2,1059.4,bla507,5304.472222222223,0.992137115288302,0.003428303351818316,3412.775,0.437446556136811,0.35907499816772415,4932.708333333333,0.9019046753201868,0.04483936175976416,1.0054171990937817,0.007794273711338443,,0.6468622207620515,-0.6284696386059343,down-regulated,0.9349525435668854,-0.09703495651624817,
DDX39A,1926.2,63.5,1164.3,658.8,53.8,531.2,2257.6,71.9,1406.5,2199.2,1291.8,72.4,1990.9666666666665,85.53333333333332,1011.35,973.8833333333332,91.525,705.3916666666665,2238.9833333333336,96.13333333333333,1214.6166666666668,2184.625,1087.7916666666667,88.27499999999999,NP_005795.2,1751.1,1061.4,68.8,1603.5,1284.4,60.2,1420.6,825.5,54.2,1327.4,848.9,50.0,699.1,553.9,38.3,bla541,1029.2833333333333,0.9168735678595334,0.03769054717249234,590.2666666666665,0.48577518337725034,0.3135646756107849,1183.2444444444445,0.945467695905893,0.02435330524251192,0.9188138354455804,-0.12215551398949921,,0.5269153423278441,-0.924356907246482,down-regulated,1.056250821383495,0.07895246329345773,
MT2A,4105.1,2739.4,4252.2,1885.1,888.2,1416.9,4220.5,2569.0,4053.2,3097.3,2619.5,1648.7,4331.624999999999,2416.9666666666667,3575.7083333333344,3101.7499999999995,1150.225,1978.5333333333333,4313.258333333334,2261.3,3328.4750000000004,3127.55,2214.441666666667,1421.6916666666666,NP_005944.1,2381.2,2215.4,1485.2,6750.4,8660.7,5364.4,3618.8,3138.5,2121.4,2953.9,2683.1,1645.7,3614.9,3212.5,2111.9,bla552,3441.433333333333,0.18672476340756233,0.7287980821682837,2076.836111111111,0.8245585891579537,0.08377848005102148,3301.0111111111114,0.24826670700955666,0.6050815161743042,1.5264316040816024,0.6101629471189184,up-regulated,0.9211709103274597,-0.11845924192958976,,1.4641479864275138,0.5500613790968046,up-regulated
CEMIP2,1900.3,2701.3,1252.7,1531.2,2478.4,1183.8,1966.6,2878.0,1394.4,1810.9,1219.3,2742.2,1973.8083333333332,2392.2833333333338,1114.3333333333337,2456.491666666667,3189.25,1686.9166666666663,1947.05,2554.833333333333,1200.2583333333334,1763.5916666666665,1013.8833333333332,2392.2833333333338,NP_037522.1,2461.4,1607.9,3590.1,2139.9,1411.0,3129.6,2061.4,1462.7,3173.4,2166.3,1456.5,3062.1,1736.3,1268.7,3038.6,bla585,1826.8083333333336,0.8593306287409777,0.06583970856579754,2444.2194444444444,0.28850861906055336,0.5398412079691731,1900.7138888888887,0.7666712400410958,0.11539082802552063,1.0600930733383735,0.08419093511770237,,1.418375455977149,0.5042394767085048,up-regulated,1.1029803133931146,0.1414070411345637,
H1-10,4207.1,8220.9,7467.1,2019.4,3396.7,3044.7,4327.4,7333.4,7571.0,4382.3,7501.3,8336.3,4449.408333333333,7094.991666666666,6490.041666666668,3386.191666666667,4420.5,4331.624999999999,4431.291666666667,6191.866666666666,6129.083333333333,4474.533333333334,6064.533333333334,6888.966666666667,NP_006017.1,2905.5,4851.2,4864.6,2836.1,6071.0,6224.9,2469.5,4017.6,3893.6,2283.8,3832.8,3643.6,1623.8,2322.8,2564.8,bla588,6011.480555555555,0.8593476300979113,0.06583111638693753,4046.1055555555554,0.11468581933750091,0.9404902783864865,5584.080555555555,0.8178510870754069,0.08732576472570222,1.034794995036732,0.04934498131044755,,0.6964822957648693,-0.521841414188405,down-regulated,0.9612238711195182,-0.05705561795712113,
XP_011531792.1,1053.9,411.9,723.2,990.6,503.0,700.5,1166.1,434.7,766.4,1108.8,739.4,427.1,1051.7500000000002,420.5833333333333,615.5,1578.475,681.5666666666666,955.8333333333336,1122.5416666666667,441.25,628.8583333333333,1059.9,608.6916666666666,418.60833333333335,XP_011531792.1,1482.1,986.1,703.9,1270.8,1086.8,541.2,1023.5,659.0,473.2,993.1,781.1,406.0,816.5,555.9,448.8,bla592,695.9444444444445,0.9994057181673492,0.0002581700410985922,1071.9583333333333,0.3194134378371748,0.49564681688954854,730.8833333333333,0.9056098058523723,0.043058883633145265,1.00030343682126,0.0004377003934047749,,1.540760348792641,0.6236424812585145,up-regulated,1.0505222307397473,0.07110669208105586,
GNAI2,3480.4,942.1,942.5,2952.6,626.4,748.5,3717.7,844.3,1038.2,3373.1,978.4,789.9,3715.941666666668,895.7083333333331,815.2333333333331,5399.583333333334,827.1833333333333,1021.85,3807.2,812.9166666666666,863.125,3436.941666666666,804.6749999999998,751.0916666666666,NP_002061.1,4644.9,1151.0,1098.3,4513.4,1162.9,641.5,4671.8,1058.0,1049.4,5183.6,1169.0,950.1,4480.2,988.6,732.0,bla599,1808.9611111111117,0.9168824113138381,0.03768635832354066,2416.2055555555557,0.6920380033540388,0.15987005555224917,1827.7472222222223,0.9080671601711907,0.041882030098819724,1.086961819319842,0.12030126507052485,,1.4518406008762785,0.5378830670052429,up-regulated,1.0982499478406011,0.13520643091247936,
QARS1,5445.5,432.7,7293.4,4689.3,414.4,5618.1,5921.9,425.0,7413.4,5456.4,7110.1,396.7,5987.200000000001,441.25,6240.791666666668,8681.541666666666,568.325,7960.858333333334,6301.383333333334,433.4166666666667,6003.241666666666,5657.474999999999,5647.066666666667,391.9666666666666,NP_005042.1,7313.3,8780.6,642.7,7379.9,9636.2,578.1,5523.8,6413.9,450.9,5715.5,7157.7,433.5,4994.3,5811.9,505.7,bla609,4223.080555555556,0.9060785735452141,0.042834139434138246,5736.908333333333,0.5926726067532058,0.22718514532864284,4246.01388888889,0.8999422174913484,0.04578537437208049,1.0831644201510282,0.11525225507178286,,1.4714412634539793,0.5572299543646607,up-regulated,1.0890465174435962,0.12306557852855235,
H2AC20,23645.9,24186.9,31205.5,11167.4,13407.0,14269.8,30269.3,25486.6,36815.4,29791.1,38165.7,29189.7,28816.166666666668,20513.425,26851.025,21928.45,18101.83333333333,20119.583333333336,31577.091666666664,20796.18333333333,30057.80833333333,31577.091666666664,31577.091666666664,23418.33333333333,NP_003508.1,16665.9,22350.8,18662.6,18225.1,21016.5,17087.1,16884.0,22454.7,18103.2,14015.4,17563.5,13217.8,8755.2,11961.0,11979.8,bla618,25393.53888888889,0.40221711563582063,0.39553945271482377,20049.955555555553,0.0676740216812541,1.1695780138212752,27477.027777777777,0.7664800637957406,0.11549913669492758,0.879963059870232,-0.18448513302449088,,0.6947917073759551,-0.5253475598934338,down-regulated,0.9521622624270096,-0.0707206439896403,
PDCD5,3756.6,10448.1,5637.1,1775.8,4419.7,2280.9,3693.7,10195.7,5479.7,3825.9,5651.9,10306.0,3980.391666666667,9334.058333333332,4759.983333333334,2912.2833333333333,5716.458333333333,3185.933333333334,3789.441666666667,9016.450000000004,4518.924999999998,3980.391666666667,4560.391666666667,8730.066666666668,NP_004699.1,2662.2,3485.0,6863.5,3105.8,4321.1,7453.2,2156.1,2932.7,5856.3,2347.0,3013.5,5469.6,1581.5,1910.8,4000.4,bla632,6024.811111111111,0.9107233350023012,0.04061353557426018,3938.2250000000004,0.367543550833115,0.43469119327123856,5774.93888888889,0.9939136916845182,0.0026513267219736834,1.04652830250586,0.06561132863395798,,0.6840818488956826,-0.5477591441454351,down-regulated,1.0031247255732443,0.00450099755414455,
XP_011539410.2,351.2,839.0,1151.7,299.1,753.7,1062.9,363.1,855.1,1331.9,314.3,1147.0,770.3,359.9916666666666,806.9416666666667,997.5833333333331,437.62500000000006,975.5083333333332,1537.85,349.7166666666667,817.4666666666667,1135.0583333333332,304.75,966.9083333333332,731.4333333333333,XP_011539410.2,484.6,1601.4,1219.9,524.4,1811.0,1129.4,366.5,1149.1,878.7,420.4,1450.4,982.7,346.3,1197.8,894.0,bla639,721.5055555555555,0.8521161949374159,0.06950118060956481,983.661111111111,0.4528379406441465,0.3440571932992453,767.4138888888889,0.7561490112120973,0.12139261141651755,1.0805879245000436,0.11181646514457196,,1.4732143228592467,0.5589673285636737,up-regulated,1.1493441388520247,0.20081083721654225,
XPO1,976.8,2850.9,1052.7,939.8,3057.7,1018.5,1071.4,2901.5,1115.0,998.8,1069.2,2971.7,975.5083333333332,2524.791666666667,914.1833333333334,1476.6083333333331,3989.408333333333,1476.6083333333331,1024.075,2587.641666666667,932.3333333333334,951.625,907.55,2587.641666666667,NP_003391.1,1788.9,1631.8,4533.9,796.2,1181.0,3482.8,1273.6,1192.2,3180.3,868.2,914.6,2616.6,964.0,932.3,2718.3,bla643,1471.4944444444445,0.9894179947389721,0.004620195301156551,2314.2083333333335,0.46039359960764337,0.3368707225626711,1514.6833333333334,0.9684767268548455,0.01391081120709024,0.9927288809597878,-0.010528330307266333,,1.561257303914036,0.6427083211020307,up-regulated,1.0218658291137106,0.031205782988417124,
TGOLN2,5021.9,566.7,5935.8,2318.2,240.0,1715.8,5127.9,548.3,6178.0,5305.9,7701.4,665.6,5560.008333333334,561.2083333333334,5066.208333333333,3906.8333333333335,333.25,2412.6,5347.583333333333,537.9666666666667,4946.666666666666,5437.566666666667,6226.891666666666,632.7416666666667,NP_001355024.1,3490.7,3197.9,370.1,4105.0,3413.6,457.0,3324.2,3341.2,333.8,4023.3,3683.0,386.0,2686.8,1744.0,235.0,bla659,3729.1416666666664,0.8832612268898657,0.05391083366064572,2217.5611111111116,0.4179744806940604,0.37885023313423766,3610.7388888888886,0.8443989831756317,0.07345229834102514,0.9097538464040594,-0.13645184914871858,,0.5409917162714549,-0.8863215913816458,down-regulated,0.8808685446009389,-0.18300135860514996,
XP_016879141.1,1735.6,510.7,2548.9,1568.5,485.1,2052.9,1910.1,591.5,2651.0,1661.0,2551.9,519.7,1760.3166666666666,505.40833333333336,2242.75,2519.8166666666666,660.3666666666667,2949.7999999999997,1871.5,583.5833333333334,2273.575,1588.5083333333332,2167.366666666667,507.75000000000006,XP_016879141.1,2452.5,3262.8,712.9,2284.1,3249.7,610.3,1756.9,2167.2,526.4,1731.5,2483.1,489.5,1505.3,1896.3,459.0,bla692,1502.825,0.9140872552981509,0.03901234618540934,2043.3277777777778,0.5115458435135716,0.2911154397762123,1576.2194444444442,0.836644897253495,0.07745883338884033,1.0574276583892814,0.08055896788142484,,1.4377397949710244,0.5238025975624165,up-regulated,1.1090699424394344,0.1493503505570572,
PYGM,415.0,39.3,255.1,383.9,52.1,222.0,439.9,41.3,272.6,381.0,253.8,45.0,414.125,59.96666666666666,188.64166666666665,558.3833333333334,89.18333333333334,254.33333333333331,419.3916666666667,61.74166666666667,199.4666666666667,370.725,179.24999999999997,63.13333333333335,NP_005600.1,515.6,307.3,65.2,608.9,341.6,48.4,443.1,264.8,57.2,621.3,323.6,55.6,437.7,225.0,60.4,bla699,220.91111111111113,0.9097956818794302,0.04105612877270033,300.6333333333334,0.5937112900889816,0.22642469239662202,226.8666666666667,0.8780795826571289,0.056466121061366004,1.080940018756881,0.11228647030397051,,1.4710287741426884,0.5568254667878197,up-regulated,1.1100811438978975,0.1506651374946535,
CAPN2,2213.4,867.7,378.3,2077.0,909.8,395.8,2402.7,924.6,437.9,2344.8,410.4,902.7,2283.1416666666664,836.0,309.2416666666667,3497.5416666666674,1180.375,511.5,2385.766666666667,877.6,341.1,2350.35,317.44166666666666,828.7750000000001,NP_001739.3,2991.3,532.8,1263.3,3130.8,484.6,958.5,2757.1,469.6,1165.9,2711.2,413.4,965.2,2407.9,436.6,1052.5,bla700,1142.7944444444445,0.9799291277942801,0.008805333002280267,1729.8055555555559,0.6360071950035966,0.19653797124988107,1201.4888888888888,0.9688081871825155,0.013762199723422033,0.9804999189681307,-0.028410583699189286,,1.4841463530892212,0.5696333645093872,up-regulated,1.0308588424835792,0.04384679517818806,
JPT1,6561.8,2012.2,4427.5,2434.7,1344.1,2034.9,7157.3,1862.5,4361.0,7253.2,4366.8,2037.8,7398.291666666667,1801.6416666666669,3771.325,4091.025,1723.5,2915.333333333333,7764.5166666666655,1640.3166666666668,3551.816666666666,7698.016666666667,3532.1083333333336,1766.5,NP_057269.1,3926.8,3074.0,1686.2,5282.5,3660.3,1494.8,2770.5,2112.2,1210.7,2427.4,2017.6,934.6,1241.3,1258.7,847.8,bla738,4323.752777777779,0.9973626560098494,0.0011468969883991638,2909.952777777778,0.5134867200042743,0.28947078381634755,4318.883333333332,0.9960388479723631,0.0017237226897431784,0.9980482112343271,-0.0028185875124736174,,0.6717019482622092,-0.574106881452618,down-regulated,0.9969242014753829,-0.004444277638710706,
PFKM,442.8,2881.0,1560.6,336.7,2835.8,1466.9,461.2,3056.9,1697.3,397.4,1554.0,2807.6,441.25,2554.833333333333,1418.125,498.425,3684.725,2055.2166666666667,442.4166666666667,2710.65,1492.8916666666669,379.6833333333333,1346.875,2445.725,NP_001341664.1,566.2,2319.0,4767.1,271.4,1840.3,3680.0,489.3,1749.7,3569.9,401.8,1718.1,3567.1,335.2,1635.0,3722.2,bla761,1471.4027777777776,0.9293054219713435,0.03184152898005616,2079.4555555555557,0.5693164636601518,0.2446462569518973,1548.652777777778,0.8673527166485238,0.061804256914426974,1.0579838377866635,0.08131758839415912,,1.4951924805362375,0.5803312187647571,up-regulated,1.113528962957933,0.15513908320191566,
IARS2,849.8,4641.3,906.9,833.6,4100.1,679.8,920.0,4545.8,978.6,826.6,936.3,4350.6,850.525,4120.483333333334,776.5749999999999,1281.7583333333334,5399.583333333334,914.1833333333334,883.3083333333334,3960.008333333333,813.7249999999999,793.4500000000002,774.2666666666665,3782.941666666667,NP_060530.3,1372.5,1055.3,6889.8,920.5,1088.4,5089.3,1124.5,757.6,4742.8,1226.8,939.5,5627.4,1261.2,793.8,6467.9,bla784,1915.861111111111,0.9334729342385777,0.02989826976765253,2531.8416666666667,0.6936676357744336,0.15884856776436196,1885.6805555555554,0.9468932205523439,0.023698992844181976,1.0741824604137495,0.10323907002380037,,1.4195496192836083,0.505433278257987,up-regulated,1.0572608666534802,0.08033138863488229,
CNBP,4551.9,770.5,4909.4,1971.9,452.5,2394.6,4998.5,710.6,4729.5,5841.1,5996.5,1016.7,4824.641666666667,743.2333333333332,4165.733333333333,3228.8666666666663,614.0,3347.2,5221.658333333333,697.6083333333332,3880.0833333333335,6151.375,4813.816666666668,932.3333333333334,NP_003409.1,3105.7,3724.5,655.7,4134.4,4545.8,892.3,2757.7,2936.0,532.5,2757.3,3349.1,547.9,1404.3,1921.9,356.3,bla793,3244.536111111111,0.7388979528844375,0.13141553665171504,2396.6888888888884,0.44459486170283863,0.3520355608610469,3266.4500000000003,0.7518416613910058,0.12387361263269377,0.8181204354126872,-0.2896148571200578,,0.6043329740149034,-0.7265844334224351,down-regulated,0.8236460944608226,-0.2799035237938352,
PTMS,7099.2,709.1,4807.9,2806.4,280.8,1747.2,8620.8,713.7,6476.1,8011.9,5443.8,719.5,8158.599999999999,695.2000000000002,4081.366666666667,4967.425,394.7166666666667,2463.925,9077.783333333333,702.3583333333335,5230.849999999999,8611.425000000001,4449.408333333333,680.6416666666667,NP_002815.3,4797.3,2927.7,485.8,5185.1,3285.7,531.4,4326.2,2877.5,378.1,4753.9,3163.2,393.5,2812.2,1663.6,277.6,bla796,4311.722222222222,0.9360484842879113,0.02870165562796186,2608.688888888889,0.5068950845821818,0.2950819201579063,5003.663888888888,0.9050933935587907,0.043306605088150346,0.9413230142082029,-0.0872382273729539,,0.5695215882331894,-0.8121775652513198,down-regulated,1.0923857640221784,0.127482418127928,
ZC3H18,1116.6,5882.5,5605.7,549.1,2140.6,2053.7,1156.6,5737.1,5718.0,1209.4,6117.2,5993.4,1115.8166666666668,5230.849999999999,4736.916666666667,817.4666666666667,2754.833333333333,2956.191666666666,1108.158333333333,4994.141666666667,4660.441666666667,1164.9083333333333,4873.250000000001,5148.5,NP_001281269.1,823.7,3726.2,3799.9,1019.2,4336.6,4475.6,666.8,2834.7,3038.3,785.4,2878.6,2933.5,469.9,1622.6,1941.3,bla798,3694.5277777777774,0.9858853997018169,0.006173564946909019,2176.163888888889,0.3628978073501019,0.44021565582432165,3587.5805555555557,0.9407993579849452,0.02650298763665563,0.9907858989763846,-0.013354758823884226,,0.5835962333106623,-0.7769575231489759,down-regulated,0.9621051565145683,-0.055733508073934575,
NUCB1,1534.2,5558.6,3428.2,496.6,2830.5,1668.5,1343.5,5250.6,3408.7,1618.2,3714.6,5854.8,1551.416666666667,4932.941666666667,2964.275,742.3416666666667,3670.075,2330.5333333333333,1289.8249999999998,4592.941666666667,2814.8583333333336,1547.5333333333338,3058.5750000000003,5066.208333333333,NP_006175.2,825.8,2274.7,4129.1,891.5,2723.8,4996.1,868.8,2426.8,3903.8,921.3,2466.6,4087.4,536.6,1658.0,2826.7,bla809,3149.5444444444443,0.9604852480876191,0.017509300998376793,2247.6499999999996,0.5032234073674678,0.2982391659449503,2899.2083333333335,0.8274717552641702,0.08224682140996314,0.9768738616567213,-0.03375580793504481,,0.6971390859480406,-0.5204815785504733,down-regulated,0.8992287266580397,-0.15323997042159657,
